ensgid	alias	pHaplo	pTriplo	pHaplo_decile	pTriplo_decile
ENSG00000026036	RTEL1-TNFRSF6B	0.311022195324348	0.129622474320786	4	1
ENSG00000026103	FAS	0.930149472329564	0.334113594039	8	4
ENSG00000026297	RNASET2	0.739571342037386	0.974604042538846	7	9
ENSG00000026508	CD44	0.747673790106858	0.141843860586723	7	1
ENSG00000026559	KCNG1	0.90200000126629	0.557307545458523	8	6
ENSG00000026652	AGPAT4	0.801237404334836	0.361176373144197	7	4
ENSG00000026751	SLAMF7	0.137167371243444	0.196026021299472	1	2
ENSG00000026950	BTN3A1	0.308284457863165	0.424088551401876	4	5
ENSG00000027001	MIPEP	0.371589486237703	0.589904036484668	4	7
ENSG00000027075	PRKCH	0.86890372928234	0.862047007143289	8	8
ENSG00000027644	INSRR	0.465553152783983	0.667517938966935	5	7
ENSG00000027697	IFNGR1	0.413612129479567	0.293230540592796	5	3
ENSG00000027847	B4GALT7	0.437240545328189	0.427336922265979	5	5
ENSG00000027869	SH2D2A	0.101889763134344	0.285258416159836	1	3
ENSG00000028116	VRK2	0.344699041247559	0.188965716426814	4	2
ENSG00000028137	TNFRSF1B	0.725180639394246	0.307030292669678	7	4
ENSG00000028203	VEZT	0.876549851445561	0.595177432981797	8	7
ENSG00000028277	POU2F2	0.822375283670827	0.920351634940975	8	9
ENSG00000028310	BRD9	0.764356565444861	0.396342560987986	7	5
ENSG00000028528	SNX1	0.876722305589692	0.80743388141757	8	8
ENSG00000028839	TBPL1	0.857799318174094	0.629834809217482	8	7
ENSG00000029363	BCLAF1	0.632539555332345	0.1693574353233	6	1
ENSG00000029364	SLC39A9	0.848936612574481	0.343734763369977	8	4
ENSG00000029534	ANK1	0.956255396030638	0.803567133724516	9	8
ENSG00000029559	IBSP	0.0348179934676775	0.493219780083541	0	6
ENSG00000029639	TFB1M	0.928474918319016	0.482673770483672	8	6
ENSG00000029725	RABEP1	0.978739698712633	0.902577753207345	9	8
ENSG00000030066	NUP160	0.662183623715514	0.494988910625174	7	6
ENSG00000030110	BAK1	0.184519835922641	0.865414110984155	2	8
ENSG00000030304	MUSK	0.176372098774509	0.491271494626692	2	6
ENSG00000030419	IKZF2	0.991066777967357	0.850361904918806	9	8
ENSG00000030582	GRN	0.163727512762642	0.340617651961986	2	4
ENSG00000031003	FAM13B	0.780612793292138	0.516347084921924	7	6
ENSG00000031081	ARHGAP31	0.94904025790705	0.83800782528782	9	8
ENSG00000031691	CENPQ	0.17363255854908	0.0817169038969833	2	0
ENSG00000031823	RANBP3	0.863027476180415	0.932782998371573	8	9
ENSG00000032219	ARID4A	0.991352567694585	0.862728544836096	9	8
ENSG00000032444	PNPLA6	0.239956492374673	0.842400107354252	3	8
ENSG00000032742	IFT88	0.228625800054395	0.378555902823216	3	5
ENSG00000033011	ALG1	0.175726822592145	0.166145392449363	2	1
ENSG00000033030	ZCCHC8	0.948535921172929	0.487813769808483	9	6
ENSG00000033050	ABCF2	0.786288668670379	0.927239833724143	7	9
ENSG00000033100	CHPF2	0.41572644767534	0.373375941280504	5	5
ENSG00000033122	LRRC7	0.94489278226551	0.840767076441137	9	8
ENSG00000033170	FUT8	0.381188923242603	0.206180701915996	4	2
ENSG00000033178	UBA6	0.425359311430207	0.24980248793815	5	3
ENSG00000033327	GAB2	0.726679332198009	0.474977527758699	7	6
ENSG00000033627	ATP6V0A1	0.507618416897495	0.97943245418994	5	9
ENSG00000033800	PIAS1	0.989868402643941	0.998172420565414	9	9
ENSG00000033867	SLC4A7	0.966740508625591	0.223030242756914	9	2
ENSG00000034053	APBA2	0.263340708586631	0.384618630512463	3	5
ENSG00000034152	MAP2K3	0.147273911465302	0.468621544663926	1	6
ENSG00000034510	TMSB10	0.137614139395995	0.290492195627233	1	3
ENSG00000034533	ASTE1	0.329359559380547	0.545329084923837	4	6
ENSG00000034677	RNF19A	0.895089268000632	0.338325675028512	8	4
ENSG00000034693	PEX3	0.883832068963218	0.391062894317894	8	5
ENSG00000034713	GABARAPL2	0.498123471747046	0.984640004002585	5	9
ENSG00000034971	MYOC	0.250069706377811	0.273636109197821	3	3
ENSG00000035115	SH3YL1	0.638953039608645	0.142762039743843	6	1
ENSG00000035141	FAM136A	0.211800681010886	0.371068439083499	2	5
ENSG00000035403	VCL	0.854067055085415	0.957765819535693	8	9
ENSG00000035499	DEPDC1B	0.153107306687828	0.233861381888345	1	3
ENSG00000035664	DAPK2	0.4435743059021	0.684010982353005	5	7
ENSG00000035681	NSMAF	0.356690172645383	0.479329018859585	4	6
ENSG00000035720	STAP1	0.207580618462905	0.121780585927677	2	1
ENSG00000035862	TIMP2	0.955222959861719	0.53691834142234	9	6
ENSG00000035928	RFC1	0.835457395671706	0.942278228991979	8	9
ENSG00000036054	TBC1D23	0.433831348621714	0.513298584706876	5	6
ENSG00000036257	CUL3	0.994853881528645	0.99690591858609	9	9
ENSG00000036448	MYOM2	0.293951094600526	0.0471328085878106	3	0
ENSG00000036530	CYP46A1	0.972926118963426	0.688534681401584	9	7
ENSG00000036549	ZZZ3	0.95447909337401	0.978472965149508	9	9
ENSG00000036565	SLC18A1	0.0605670005907133	0.136621604569601	0	1
ENSG00000036672	USP2	0.412945081289293	0.537150981346655	5	6
ENSG00000036828	CASR	0.699353290528984	0.87134070659127	7	8
ENSG00000037042	TUBG2	0.119979617782125	0.779416818235236	1	8
ENSG00000037241	RPL26L1	0.380580844340438	0.258937652553667	4	3
ENSG00000037280	FLT4	0.992800897277689	0.342087782241868	9	4
ENSG00000037474	NSUN2	0.963682598391252	0.986170222678049	9	9
ENSG00000037637	FBXO42	0.930967277140996	0.704456632430763	8	7
ENSG00000037749	MFAP3	0.564759423777652	0.209578610813069	6	2
ENSG00000037757	MRI1	0.202982498350894	0.770433536283585	2	8
ENSG00000037897	METTL1	0.119650386851014	0.592923138994232	1	7
ENSG00000037965	HOXC8	0.832852406696475	0.986906962863454	8	9
ENSG00000038002	AGA	0.656599928789356	0.0655904756771064	7	0
ENSG00000038210	PI4K2B	0.471821298408081	0.473096352098168	5	6
ENSG00000038219	BOD1L1	0.986152166433438	0.240010625410496	9	3
ENSG00000038274	MAT2B	0.916459279619367	0.612827100299149	8	7
ENSG00000038295	TLL1	0.825875188010772	0.639517480490376	8	7
ENSG00000038358	EDC4	0.424009433482376	0.979562323687205	5	9
ENSG00000038382	TRIO	0.998136855574517	0.93612009905478	9	9
ENSG00000038427	VCAN	0.931041191235272	0.554266068128844	8	6
ENSG00000038532	CLEC16A	0.650982368972011	0.6600555028173	6	7
ENSG00000038945	MSR1	0.0364380307650804	0.0166603910092102	0	0
ENSG00000039068	CDH1	0.896434854778186	0.275882003284065	8	3
ENSG00000039139	DNAH5	0.323628685915091	0.192563071479908	4	2
ENSG00000039319	ZFYVE16	0.440578303822629	0.469116418364849	5	6
ENSG00000039537	C6	0.424295369400315	0.177875242536592	5	2
ENSG00000039560	RAI14	0.987485790036692	0.395092385945244	9	5
ENSG00000039600	SOX30	0.386155782208662	0.281802442940861	4	3
ENSG00000039650	PNKP	0.301469942092591	0.588740516757046	3	7
ENSG00000039987	BEST2	0.438566965057598	0.617451592581949	5	7
ENSG00000040199	PHLPP2	0.68116997418495	0.364467995027053	7	4
ENSG00000040275	SPDL1	0.740694912443716	0.0928150338669376	7	0
ENSG00000040341	STAU2	0.777246948298629	0.753041362339493	7	8
ENSG00000040531	CTNS	0.276660761370703	0.322805128134765	3	4
ENSG00000040608	RTN4R	0.633421471370121	0.590910322377934	6	7
ENSG00000040633	PHF23	0.872022766741096	0.719344252744348	8	7
ENSG00000040731	CDH10	0.27411892213779	0.154272524991623	3	1
ENSG00000040933	INPP4A	0.625178159220883	0.87965340237044	6	8
ENSG00000041353	RAB27B	0.34379495310629	0.25889835801558	4	3
ENSG00000041357	PSMA4	0.920227149707403	0.973484170169718	8	9
ENSG00000041515	MYO16	0.89016778612785	0.887474649587502	8	8
ENSG00000041802	LSG1	0.909854783826529	0.217738024430517	8	2
ENSG00000041880	PARP3	0.139946607656101	0.432293635203486	1	5
ENSG00000041982	TNC	0.755425480640883	0.695774639167882	7	7
ENSG00000041988	THAP3	0.420502926115195	0.561811850120191	5	6
ENSG00000042088	TDP1	0.96104410244834	0.338985757751716	9	4
ENSG00000042286	AIFM2	0.177042146807155	0.442105013984357	2	5
ENSG00000042317	SPATA7	0.591575693192842	0.145516003460743	6	1
ENSG00000042429	MED17	0.460449132913481	0.136977203293684	5	1
ENSG00000042445	RETSAT	0.238745136679298	0.50944753945162	3	6
ENSG00000042493	CAPG	0.110795296179412	0.283978285681303	1	3
ENSG00000042753	AP2S1	0.303250478881938	0.734276226823989	3	8
ENSG00000042781	USH2A	0.0754407669249199	0.163463902602849	0	1
ENSG00000042813	ZPBP	0.193477345296947	0.122324286077596	2	1
ENSG00000042832	TG	0.6045762307117	0.176151935455299	6	2
ENSG00000042980	ADAM28	0.236170972441781	0.326720056820565	3	4
ENSG00000043039	BARX2	0.947405626751866	0.255384716095286	9	3
ENSG00000043093	DCUN1D1	0.930702240838714	0.844304218870745	8	8
ENSG00000043355	ZIC2	0.993555107865061	0.963310608339806	9	9
ENSG00000043462	LCP2	0.868470532401978	0.396801797845984	8	5
ENSG00000043514	TRIT1	0.287481390697106	0.499271410950694	3	6
ENSG00000043591	ADRB1	0.790338504058292	0.522057701674517	7	6
ENSG00000044012	GUCA2B	0.433528072818944	0.368236962138211	5	5
ENSG00000044090	CUL7	0.351170903332672	0.816682788948571	4	8
ENSG00000044115	CTNNA1	0.974771186690305	0.997794673691579	9	9
ENSG00000044459	CNTLN	0.157702056363973	0.0767054978780288	1	0
ENSG00000044524	EPHA3	0.479652601598569	0.516328343596711	5	6
ENSG00000044574	HSPA5	0.885963276873737	0.669156648127731	8	7
ENSG00000046604	DSG2	0.674501191352125	0.98224775058387	7	9
ENSG00000046889	PREX2	0.374092882601763	0.459610819565388	4	5
ENSG00000047056	WDR37	0.977666264515428	0.257930243818297	9	3
ENSG00000047188	YTHDC2	0.876557302909622	0.306108255816315	8	4
ENSG00000047249	ATP6V1H	0.168048425815097	0.501918629486634	2	6
ENSG00000047315	POLR2B	0.9325771869208	0.999998308041184	8	9
ENSG00000047365	ARAP2	0.681621347532252	0.277259261164161	7	3
ENSG00000047410	TPR	0.986425062508876	0.488874793797875	9	6
ENSG00000047457	CP	0.398777170594736	0.549015611086641	4	6
ENSG00000047579	DTNBP1	0.768622822218746	0.272039782095493	7	3
ENSG00000047617	ANO2	0.693529325866422	0.332084968283654	7	4
ENSG00000047621	C12orf4	0.700445782960055	0.343003581113946	7	4
ENSG00000047662	FAM184B	0.571095073832689	0.240075199028167	6	3
ENSG00000047849	MAP4	0.894462838918996	0.721471014157473	8	7
ENSG00000047932	GOPC	0.536592323164804	0.588709659740088	6	7
ENSG00000047936	ROS1	0.0851224600257051	0.303676877707228	0	4
ENSG00000048028	USP28	0.868395565319288	0.359808671334976	8	4
ENSG00000048052	HDAC9	0.992390504405114	0.987738296395281	9	9
ENSG00000048140	TSPAN17	0.188865530214067	0.392053993167362	2	5
ENSG00000048162	NOP16	0.608599005645687	0.458079785766923	6	5
ENSG00000048342	CC2D2A	0.475582287685837	0.286463152816929	5	3
ENSG00000048392	RRM2B	0.662846379611056	0.407132455625591	7	5
ENSG00000048405	ZNF800	0.962697967449379	0.605644300117714	9	7
ENSG00000048462	TNFRSF17	0.136144057492901	0.0184141799321979	1	0
ENSG00000048471	SNX29	0.393343820648609	0.208181536080171	4	2
ENSG00000048540	LMO3	0.698431597584786	0.480974844523558	7	6
ENSG00000048544	MRPS10	0.141059942058634	0.454783173972073	1	5
ENSG00000048545	GUCA1A	0.112318990310341	0.273814453519894	1	3
ENSG00000048649	RSF1	0.96797150760253	0.64882248234891	9	7
ENSG00000048707	VPS13D	0.89811658482796	0.646527579675648	8	7
ENSG00000048740	CELF2	0.982782923553121	0.9099488290895	9	8
ENSG00000048828	FAM120A	0.9919771804622	0.951596976578183	9	9
ENSG00000048991	R3HDM1	0.650303750161701	0.662808044477814	6	7
ENSG00000049089	COL9A2	0.482843182143142	0.207639920383398	5	2
ENSG00000049130	KITLG	0.762900084345202	0.281067805431926	7	3
ENSG00000049167	ERCC8	0.0588594772848649	0.225412279808135	0	2
ENSG00000049192	ADAMTS6	0.939248469188717	0.919666659307257	9	9
ENSG00000049239	H6PD	0.647462691633335	0.953850255839724	6	9
ENSG00000049245	VAMP3	0.778124107475505	0.131412484707409	7	1
ENSG00000049246	PER3	0.778818394116837	0.542889216126078	7	6
ENSG00000049247	UTS2	0.599572466358631	0.140191591713052	6	1
ENSG00000049249	TNFRSF9	0.740227824488999	0.140550467546071	7	1
ENSG00000049283	EPN3	0.292926948760693	0.401726127542565	3	5
ENSG00000049323	LTBP1	0.801978467698755	0.207078298194659	7	2
ENSG00000049449	RCN1	0.532054316471385	0.160724198263428	6	1
ENSG00000049540	ELN	0.437621942187208	0.629481480196165	5	7
ENSG00000049541	RFC2	0.159481931717362	0.828163902713163	1	8
ENSG00000049618	ARID1B	0.999750972053783	0.982465096706963	9	9
ENSG00000049656	CLPTM1L	0.730152395414988	0.305720559647752	7	4
ENSG00000049759	NEDD4L	0.986768870043267	0.67135037549599	9	7
ENSG00000049860	HEXB	0.120716531648494	0.548611012058614	1	6
ENSG00000049883	PTCD2	0.213130619526755	0.161618309862534	2	1
ENSG00000050130	JKAMP	0.741580055329875	0.44508012188457	7	5
ENSG00000050165	DKK3	0.760898637233027	0.398574054816244	7	5
ENSG00000050327	ARHGEF5	0.62542021247813	0.46474405316527	6	6
ENSG00000050344	NFE2L3	0.48976054616463	0.274950286504186	5	3
ENSG00000050393	MCUR1	0.448414414133896	0.196516004978091	5	2
ENSG00000050405	LIMA1	0.469190306782887	0.601559928148008	5	7
ENSG00000050426	LETMD1	0.100701360181212	0.297062986168749	0	4
ENSG00000050438	SLC4A8	0.827288620761221	0.963546347050664	8	9
ENSG00000050555	LAMC3	0.89745202603853	0.332187632730445	8	4
ENSG00000050628	PTGER3	0.459369319318254	0.356376389856141	5	4
ENSG00000050730	TNIP3	0.266195491270844	0.176652674152727	3	2
ENSG00000050748	MAPK9	0.709872931995159	0.222432598142985	7	2
ENSG00000050767	COL23A1	0.603862291159155	0.225772284172397	6	2
ENSG00000050820	BCAR1	0.814778099790006	0.35937866572967	8	4
ENSG00000051108	HERPUD1	0.894284889979395	0.547476151914858	8	6
ENSG00000051128	HOMER3	0.60347582716557	0.814924738455646	6	8
ENSG00000051180	RAD51	0.19310970437076	0.453661206374519	2	5
ENSG00000051341	POLQ	0.219082631790016	0.0891786478994733	2	0
ENSG00000051382	PIK3CB	0.928058995374089	0.641385491372289	8	7
ENSG00000051523	CYBA	0.795216727802584	0.0939832871888324	7	0
ENSG00000051596	THOC3	0.367694497075054	0.234072671185723	4	3
ENSG00000051620	HEBP2	0.455286023473513	0.437086547755628	5	5
ENSG00000051825	MPHOSPH9	0.78293101756553	0.209441648739426	7	2
ENSG00000052126	PLEKHA5	0.988208491996016	0.56238778775782	9	6
ENSG00000052344	PRSS8	0.385231918389517	0.454953339717794	4	5
ENSG00000052723	SIKE1	0.0974876830661474	0.158352431092822	0	1
ENSG00000052749	RRP12	0.203256649336261	0.24367468427511	2	3
ENSG00000052795	FNIP2	0.984589908973098	0.931520553341926	9	9
ENSG00000052802	MSMO1	0.805698824927207	0.162106065400566	8	1
ENSG00000052841	TTC17	0.916343125404802	0.471099062348574	8	6
ENSG00000052850	ALX4	0.729230502062633	0.636360698338514	7	7
ENSG00000053108	FSTL4	0.469908956766955	0.358674198660232	5	4
ENSG00000053254	FOXN3	0.987423021707368	0.953425204459375	9	9
ENSG00000053328	METTL24	0.217582852129608	0.292771200186807	2	3
ENSG00000053371	AKR7A2	0.326390837249306	0.517408788472016	4	6
ENSG00000053372	MRTO4	0.77642779674966	0.59422309726822	7	7
ENSG00000053438	NNAT	0.155112966097862	0.486196219626689	1	6
ENSG00000053501	USE1	0.0897342113056435	0.274363037696422	0	3
ENSG00000053524	MCF2L2	0.439032450582299	0.597737641078356	5	7
ENSG00000053702	NRIP2	0.461085965861981	0.0621092012985266	5	0
ENSG00000053747	LAMA3	0.697317247204629	0.409108594789602	7	5
ENSG00000053770	AP5M1	0.593655808642697	0.431918726777867	6	5
ENSG00000053900	ANAPC4	0.821626333438423	0.409981568570249	8	5
ENSG00000053918	KCNQ1	0.947614952568866	0.9275290594243	9	9
ENSG00000054116	TRAPPC3	0.284479713915532	0.712607944380505	3	7
ENSG00000054118	THRAP3	0.984783627864247	0.996075232680551	9	9
ENSG00000054148	PHPT1	0.26145032426581	0.506927934956166	3	6
ENSG00000054179	ENTPD2	0.543170110651116	0.308899882616448	6	4
ENSG00000054219	LY75	0.140107310547737	0.180452702551322	1	2
ENSG00000054267	ARID4B	0.997455588706236	0.825073361588866	9	8
ENSG00000054277	OPN3	0.765079008585712	0.0519982066432622	7	0
ENSG00000054282	SDCCAG8	0.962795923560316	0.175496351421535	9	2
ENSG00000054356	PTPRN	0.498412339062534	0.807155970853373	5	8
ENSG00000054392	HHAT	0.573357974322708	0.557317109744582	6	6
ENSG00000054523	KIF1B	0.995469536012031	0.998033856530688	9	9
ENSG00000054598	FOXC1	0.996464707252778	0.61450283403912	9	7
ENSG00000054611	TBC1D22A	0.962339604968061	0.982952211047272	9	9
ENSG00000054654	SYNE2	0.585133727988566	0.238012792028738	6	3
ENSG00000054690	PLEKHH1	0.672958125815006	0.234630342626492	7	3
ENSG00000054793	ATP9A	0.972636971752786	0.599347644953626	9	7
ENSG00000054796	SPO11	0.646297968860853	0.250890891061561	6	3
ENSG00000054803	CBLN4	0.641876404952899	0.341228150956209	6	4
ENSG00000054938	CHRDL2	0.621175584909188	0.24711684497898	6	3
ENSG00000054965	FAM168A	0.579228289530021	0.592476226752779	6	7
ENSG00000054967	RELT	0.120981248574229	0.0881089338214272	1	0
ENSG00000054983	GALC	0.299087455935965	0.110408539650644	3	0
ENSG00000055044	NOP58	0.776994156561353	0.180739239350563	7	2
ENSG00000055070	SZRD1	0.627618944047307	0.467187949029037	6	6
ENSG00000055118	KCNH2	0.979582424969327	0.878124243552235	9	8
ENSG00000055130	CUL1	0.996705907501045	0.99980317060234	9	9
ENSG00000055147	FAM114A2	0.528909828843705	0.382452259582296	6	5
ENSG00000055163	CYFIP2	0.9738298207179	0.824018338566413	9	8
ENSG00000055208	TAB2	0.985730109462542	0.88683082836245	9	8
ENSG00000055211	GINM1	0.71121511641598	0.12964238476342	7	1
ENSG00000055332	EIF2AK2	0.586368441412743	0.796333573165131	6	8
ENSG00000055483	USP36	0.799703230956338	0.602721675733093	7	7
ENSG00000055609	KMT2C	0.996826665824871	0.918768603792416	9	9
ENSG00000055732	MCOLN3	0.260765311868171	0.411997787179126	3	5
ENSG00000055813	CCDC85A	0.210249770449187	0.150405927419722	2	1
ENSG00000055917	PUM2	0.989937371736245	0.719178654288048	9	7
ENSG00000055950	MRPL43	0.169702215409273	0.806481816530615	2	8
ENSG00000055955	ITIH4	0.291878864697387	0.341585808400624	3	4
ENSG00000055957	ITIH1	0.514257523993448	0.283106990087175	5	3
ENSG00000056097	ZFR	0.974607918519784	0.961175184545034	9	9
ENSG00000056291	NPFFR2	0.0226526613055959	0.184581621516774	0	2
ENSG00000056487	PHF21B	0.984047621905678	0.360226227397083	9	4
ENSG00000056558	TRAF1	0.754342400486976	0.607227197313161	7	7
ENSG00000056586	RC3H2	0.982306913378006	0.951714560924642	9	9
ENSG00000056736	IL17RB	0.469948939339225	0.0992747483493379	5	0
ENSG00000056972	TRAF3IP2	0.416459876372943	0.337838433219362	5	4
ENSG00000057019	DCBLD2	0.366190716316147	0.599173771756503	4	7
ENSG00000057149	SERPINB3	0.11723892995126	0.142304629871437	1	1
ENSG00000057252	SOAT1	0.244749022183974	0.469923455910921	3	6
ENSG00000057294	PKP2	0.691301498719172	0.727270601459166	7	7
ENSG00000057468	MSH4	0.25157880455346	0.404396674525854	3	5
ENSG00000057593	F7	0.963593146144434	0.195599261602413	9	2
ENSG00000057608	GDI2	0.989672170004385	0.873366498764773	9	8
ENSG00000057657	PRDM1	0.979440991900542	0.527467426265896	9	6
ENSG00000057663	ATG5	0.788090471922176	0.490593808763879	7	6
ENSG00000057704	TMCC3	0.46682934081394	0.17135129388309	5	1
ENSG00000057757	PITHD1	0.479333538341015	0.568081126724727	5	6
ENSG00000057935	MTA3	0.631393025924447	0.296891304251846	6	4
ENSG00000058056	USP13	0.937796124330264	0.771944525996545	9	8
ENSG00000058063	ATP11B	0.879536621142952	0.301071825822016	8	4
ENSG00000058085	LAMC2	0.43024054998862	0.351606012234155	5	4
ENSG00000058091	CDK14	0.30119879265984	0.38612086469065	3	5
ENSG00000058262	SEC61A1	0.907033048849229	0.977319351376843	8	9
ENSG00000058272	PPP1R12A	0.976458624074797	0.774758678781994	9	8
ENSG00000058335	RASGRF1	0.977822942324468	0.93982360330229	9	9
ENSG00000058404	CAMK2B	0.754974251451032	0.991543760828656	7	9
ENSG00000058453	CROCC	0.294200316507489	0.326823239929608	3	4
ENSG00000058600	POLR3E	0.310464833217992	0.834458141988009	4	8
ENSG00000058668	ATP2B4	0.518211988074977	0.436544246397695	6	5
ENSG00000058673	ZC3H11A	0.970709780362052	0.99258164425333	9	9
ENSG00000058729	RIOK2	0.302845277122721	0.280162679928135	3	3
ENSG00000058799	YIPF1	0.236414825085341	0.210223992750499	3	2
ENSG00000058804	NDC1	0.767292894074868	0.403269192085675	7	5
ENSG00000058866	DGKG	0.593266382348358	0.460046763151199	6	5
ENSG00000059122	FLYWCH1	0.219244336955355	0.258008430328796	2	3
ENSG00000059145	UNKL	0.490584014572066	0.484982030458496	5	6
ENSG00000059377	TBXAS1	0.322183034718467	0.0685277880345849	4	0
ENSG00000059573	ALDH18A1	0.560332835133347	0.770902219201702	6	8
ENSG00000059588	TARBP1	0.456486261166827	0.266880302097549	5	3
ENSG00000059728	MXD1	0.349843063777935	0.35088109741936	4	4
ENSG00000059758	CDK17	0.937703110382433	0.935640525740658	9	9
ENSG00000059769	DNAJC25	0.529409023321133	0.341731765302287	6	4
ENSG00000059804	SLC2A3	0.523380564529203	0.144843307589656	6	1
ENSG00000059915	PSD	0.899521237009552	0.600896508305106	8	7
ENSG00000060069	CTDP1	0.807183580514657	0.323864794481617	8	4
ENSG00000060138	YBX3	0.710274411824773	0.113400661915596	7	1
ENSG00000060140	STYK1	0.377023419495261	0.366886162273491	4	5
ENSG00000060237	WNK1	0.999406923297742	0.658581002005393	9	7
ENSG00000060339	CCAR1	0.961559900656819	0.991786969960956	9	9
ENSG00000060491	OGFR	0.384834091163926	0.294840012046487	4	3
